Gene	Tx 0min Rep1	Tx 30min Rep1	Tx 60min Rep1	Tx 90min Rep1	Tx 0min Rep2	Tx 30min Rep2	Tx 60min Rep2	Tx 90min Rep2	Tx 0min Rep3	Tx 30min Rep3	Tx 60min Rep3	Tx 90min Rep3
YGR195W	48.9447	49.4037	45.2643	43.5421	47.8264	45.756	42.2452	42.6413	42.2119	44.7189	43.6823	41.2926
YGR196C	12.4443	13.0633	15.4323	17.0859	18.0783	19.6229	16.7848	17.6104	17.6983	16.0021	18.942	20.8184
YGR197C	9.35346	10.463	10.6329	11.5587	11.3347	12.4475	13.4745	14.7298	11.2864	12.3664	13.3263	14.2991
YGR198W	35.2589	31.6923	30.0356	33.1668	35.4489	36.0829	33.8243	32.5793	33.447	33.4912	36.5839	33.9448
YGR199W	9.15963	7.91987	9.5126	10.1089	13.8393	16.5387	13.574	13.5958	17.9267	13.2912	14.4399	19.9333
YGR200C	30.2051	32.6003	38.5668	37.0428	40.0189	40.4659	36.1624	38.1827	40.3228	38.9658	37.6847	36.784
YGR201C	25.5366	28.3988	30.7014	35.0327	27.1582	36.9374	46.8374	58.3319	26.5596	33.8722	51.3121	65.4913
YGR202C	30.7233	26.681	28.104	26.5157	27.5577	32.1145	29.7972	29.9884	25.6937	27.5451	26.8739	27.815
YGR203W	34.8419	34.1503	36.3026	36.0223	37.3021	35.4628	38.41	39.9042	32.3041	33.4017	34.5726	37.6159
YGR204C-A	5.31608	0	8.54855	10.482	8.56123	9.76141	0	5.54819	5.32797	0	7.14935	0
YGR204W	124.534	125.402	134.712	149.123	166.69	214.759	177.23	208.154	193.278	174.337	169.437	220.914
YGR205W	24.7612	22.4361	21.9062	22.248	25.4729	25.2804	25.8298	24.9781	27.0161	24.8396	26.8406	23.6353
YGR206W	106.418	115.984	90.5962	91.2498	102.612	86.6188	103.195	83.5318	93.2121	88.9811	93.2063	82.9492
YGR207C	65.6289	72.9988	71.4914	66.8367	70.2028	73.1973	72.6223	73.6165	61.484	63.5908	64.6107	68.7985
YGR208W	44.1633	43.2159	37.3388	36.3578	43.0156	44.4478	38.0399	39.1224	42.741	37.3688	33.0897	34.1639
YGR209C	950.162	852.434	912.113	815.763	892.135	860.902	924.507	946.926	904.655	1017.67	1064.6	1106.29
YGR210C	19.6074	28.1578	28.7936	30.4797	43.7182	47.4916	39.4024	41.3369	54.0738	41.5629	40.4162	45.4631
YGR211W	88.7481	89.3625	94.787	81.1896	74.3114	77.4676	72.5714	76.2923	80.6139	78.1771	71.8327	63.703
YGR212W	9.39353	10.0578	9.83102	9.56884	9.27068	10.1196	7.44443	9.15166	7.46902	7.85086	9.4972	8.24664
YGR213C	5.2775	5.57723	4.06646	7.58768	5.57754	6.46039	9.04065	8.7974	6.42799	8.42961	11.632	14.3823
YGR214W	1482.48	1343.47	1332.16	1264.41	1230.72	1382.61	1185.09	1225.89	1255.83	1256.88	1128.77	1070.92
YGR215W	52.5747	70.1819	80.5879	86.6903	83.1831	84.118	82.7844	97.8681	78.5763	83.131	98.2019	103.982
YGR216C	15.6563	14.6394	15.111	15.0968	16.4362	16.8348	15.0324	15.5894	15.7896	15.1654	17.6488	16.6748
YGR217W	14.9191	13.8866	14.2034	14.5522	15.3939	16.3357	15.1066	16.0206	14.0218	14.8695	16.4034	16.5735
YGR218W	81.4242	79.6811	78.6742	81.8675	80.6804	80.6508	79.7669	78.1438	76.4463	76.8862	86.4135	84.6097
YGR219W	0	0	0	0.547742	0	0	0	0	0	0	0	0
YGR220C	25.6075	29.3627	36.5865	32.8287	35.009	34.7581	36.1634	36.7717	33.6966	31.8465	34.8719	34.1107
YGR221C	9.20272	8.93625	9.18173	7.51608	8.68164	9.40084	8.42886	8.4227	7.97648	7.78537	7.95773	7.23766
YGR222W	19.5926	22.3053	21.923	21.1671	19.2932	20.8736	22.6979	20.3629	19.8819	17.1582	19.8717	19.8044
YGR223C	16.6604	16.0603	16.2335	20.0907	21.8473	23.2465	21.1334	21.5138	23.4664	20.9033	22.4533	23.4726
YGR224W	0.567685	0.280485	0.417312	0.527687	0.248146	0.282934	0.447574	0.473978	0.243838	0.456094	0.436259	0.532351
YGR225W	0.809011	0.738372	0.67757	0.681272	0.637861	0.804652	0.887903	1.05542	0.692576	0.704842	1.04267	0.745599
YGR226C	0	0	0	0	1.86075	0	0	0	0	0	0	0
YGR227W	22.2022	21.1135	20.7274	18.8795	20.4294	20.5624	19.2321	19.7426	17.9847	18.3073	18.5114	19.9198
YGR228W	1.34562	0.620529	1.73107	0.530648	1.30023	0.494168	0.450086	1.1235	0.80918	0.970229	0.904834	1.53619
YGR229C	61.9374	70.49	68.7566	67.0445	69.3668	72.8103	68.9541	68.5092	62.4025	61.8788	68.1133	67.1757
YGR230W	16.4422	16.4283	16.1158	15.7469	21.0573	16.9646	19.2487	13.2378	14.7526	17.049	16.6369	17.6534
YGR231C	58.2483	65.4106	64.3882	79.7704	84.9238	95.3379	89.5812	95.4453	98.0928	84.1333	93.8045	103.821
YGR232W	67.7799	70.2522	68.8682	67.4625	59.8979	66.995	69.799	64.8907	59.0041	66.6926	71.0828	70.2907
YGR233C	13.2411	14.323	15.1511	15.2853	13.1804	16.9183	17.2424	16.9275	13.8535	14.2272	17.2208	18.7383
YGR234W	94.9559	165.538	201.495	207.292	78.2981	155.002	217.783	259.792	78.4765	130.996	184.976	228.205
YGR235C	65.4215	63.0601	64.8452	59.5493	60.3946	63.7293	62.2891	70.5401	50.5336	58.7679	65.354	64.7075
YGR236C	3.05787	9.87088	17.702	7.23525	10.8339	14.0372	9.7166	8.93588	12.2588	11.024	17.6833	16.5819
YGR237C	19.3936	20.9741	20.331	21.5233	21.5055	24.7678	24.0233	24.933	21.1683	21.9952	26.0734	27.0807
YGR238C	10.9272	11.6171	12.0318	10.4757	11.9803	13.1557	12.9004	12.2807	11.5883	11.0459	12.8857	12.5515
YGR239C	10.9539	13.5924	12.1015	11.5411	15.082	15.3155	14.5086	15.4901	12.6964	12.9926	12.2293	13.0063
YGR240C	282.35	261	288.04	299.192	322.698	364.441	321.546	335.391	380.46	336.35	349.944	374.089
YGR240C-A	30.9674	20.8257	24.8987	35.6184	16.6237	37.9084	49.6322	51.1726	36.2095	27.9104	39.9114	47.8738
YGR241C	25.8909	24.5573	28.4685	25.6127	28.3538	33.9556	29.2669	31.2568	30.6733	30.6278	31.34	34.6709
YGR242W	0	0	0	0.420397	0	0	0	0	0	0	0	0.608509
YGR243W	21.6661	18.3069	17.0955	19.37	16.4707	15.691	18.4548	20.084	17.6684	19.3089	24.9752	24.0046
YGR244C	58.9401	68.353	67.3208	80.5288	85.9744	91.2428	88.844	89.2351	89.196	84.2026	93.5512	100.211
YGR245C	21.9904	27.9611	32.1673	28.5594	31.9417	37.5739	28.5341	27.6483	37.5392	32.8898	29.2695	28.8509
YGR246C	11.2433	11.6098	10.4545	13.8598	15.0844	18.5374	15.3986	15.8263	16.995	14.5945	16.3712	17.766
YGR247W	14.4275	13.4708	15.8784	14.1156	19.5683	15.8649	14.7707	15.859	20.2327	18.3133	18.7758	16.2045
YGR248W	22.6018	21.0062	21.0545	24.8839	27.9807	29.5265	31.222	30.551	28.8893	22.6859	29.5258	36.5159
YGR249W	3.86876	3.61061	2.62919	4.3363	4.45029	4.5879	4.5445	3.72524	3.87742	4.06798	4.83128	5.32363
YGR250C	23.5337	22.2163	23.6175	28.6677	28.395	30.6109	33.0524	35.5688	28.3777	27.8513	35.7091	42.4448
YGR251W	17.0741	20.9035	21.1388	21.5998	21.7176	22.1958	19.3945	19.16	19.3838	21.081	20.0157	20.0527
YGR252W	12.1348	14.6295	16.7591	17.2911	19.5619	19.8014	17.2885	17.9521	20.1168	17.1512	19.5965	19.4856
YGR253C	121.592	130.251	127.914	148.497	158.805	167.252	149.661	159.422	165.897	153.852	165.899	175.241
YGR254W	456.298	508.289	565.256	730.223	578.461	738.715	907.457	1172.12	601.896	737.736	974.577	1345.71
YGR255C	26.1849	29.6124	30.2806	33.4078	36.2299	41.6475	40.5083	39.3055	41.2025	37.1655	40.2476	45.1988
YGR256W	3.82315	5.01302	6.62075	7.55903	6.14005	9.46941	12.4013	16.618	7.11603	8.99678	11.8087	20.384
YGR257C	43.3662	37.1994	38.8665	37.6413	34.8217	37.9214	39.4074	41.7149	37.658	36.4722	38.2963	36.7845
YGR258C	7.39648	8.45392	9.2087	9.73464	12.5401	14.0481	12.4003	14.1507	13.2525	11.3794	14.1702	17.38
YGR259C	0.269144	0.155143	0	0.796028	0.65016	0.741305	0.450117	0.702238	0.539492	1.06733	0.904897	0.960184
YGR260W	36.6797	39.0796	43.2645	42.9057	45.4	50.2425	47.338	49.02	49.5377	48.7587	48.8548	52.4787
YGR261C	44.5912	44.6608	42.7488	44.5805	43.2892	46.4646	42.8645	41.8275	42.0076	42.4357	43.9011	42.6021
YGR262C	17.5139	21.9662	19.1108	23.7178	29.5998	32.3358	26.6751	28.2716	31.3448	29.6618	27.2743	27.5331
YGR263C	9.6451	9.23238	9.19253	9.55855	11.234	11.6528	11.2661	10.4868	10.1967	9.75063	10.9731	9.99041
YGR264C	182.577	164.744	169.817	160.021	155.743	158.263	146.244	141.413	149.542	156.204	155.925	133.632
YGR265W	0	0	0	0.15724	0	0	0	0	0.319699	0	0	0
YGR266W	20.5506	20.9491	19.0851	18.628	21.9703	21.8823	21.2566	19.3423	21.9074	20.4255	20.8357	19.875
YGR267C	135.02	141.475	136.173	143.397	149.383	159.618	149.316	163.806	139.182	146.261	154.136	162.37
YGR268C	43.8054	42.7981	50.0255	49.5551	48.4257	58.6909	53.207	61.6032	48.5915	57.388	51.2234	61.4518
YGR269W	1.32363	1.90746	3.1927	4.89351	7.19423	7.29136	4.70399	7.59782	4.64306	5.48762	6.67532	5.19432
YGR270C-A	0	0	0	0	1.65037	0	0	2.13907	0	0	0	0
YGR270W	36.2366	35.9655	37.5016	39.6463	41.2092	44.5598	41.2623	43.4394	41.5221	39.5193	47.3175	47.7306
YGR271C-A	25.0393	25.6449	25.3144	24.1796	23.6067	21.5748	19.6025	20.5965	21.1509	18.9176	21.5545	18.639
YGR271W	20.2225	19.0735	19.7788	20.9369	20.8198	22.4969	21.8731	23.9999	21.266	21.308	24.2991	25.3566
YGR273C	0	0.107926	0	0.0922931	0.0753809	0.343794	0.0782813	0	0	0.202497	0.188848	0.133591
YGR274C	13.409	14.5103	14.0466	15.6962	17.3024	18.9967	16.5482	17.5936	18.0181	15.3039	18.2569	19.6721
YGR275W	40.0773	53.3527	54.4748	53.6629	61.5832	61.3603	58.3832	53.5724	69.9757	56.3031	62.3921	64.0737
YGR276C	17.5178	17.6237	19.9069	21.2905	22.2334	22.5969	22.5384	21.1071	22.3769	22.4532	24.5179	24.9721
YGR277C	28.5027	27.205	29.5622	29.6232	33.7733	35.8131	33.0059	33.3346	36.3467	31.69	30.6967	33.0131
YGR278W	9.22156	10.1899	10.9118	10.4293	11.3903	11.0702	11.1156	11.4946	11.3173	9.97348	11.3955	10.6516
YGR279C	322.604	350.232	419.723	466.64	425.592	605.321	538.127	635.888	515.129	460.472	462.984	663.275
YGR280C	3.78225	3.73	4.68979	4.80706	7.74229	10.6267	6.28735	6.56314	16.396	6.63704	8.02821	11.51
YGR281W	20.5838	18.5202	19.9652	22.4904	25.8958	27.6442	25.9164	26.6631	29.4907	25.7922	30.4513	32.7038
YGR282C	546.956	538.668	543.01	534.269	520.248	554.877	566.641	602.901	537.492	537.761	544.687	597.599
YGR283C	17.458	18.0948	21.7636	16.064	20.1357	19.936	17.1844	17.6302	18.7968	16.9034	17.62	14.9952
YGR284C	112.795	119.019	122.945	119.097	127.933	123.464	125.085	130.138	115.432	121.447	135.817	129.911
YGR285C	344.013	346.05	366.835	372.272	344.5	389.55	340.13	357.728	362.637	353.15	366.472	357.751
YGR286C	57.3781	54.7629	81.3956	164.603	53.9182	59.8036	82.0227	148.666	53.0285	59.7253	94.1637	156.629
YGR287C	6.76097	5.95358	6.58331	7.3019	6.45629	7.59533	7.07403	7.64124	6.46964	7.54497	8.05305	8.46023
YGR288W	6.47597	7.03422	7.93426	8.23038	7.14788	8.87796	7.75445	8.78175	6.04893	8.48104	9.21283	8.54981
YGR289C	1.48382	1.56189	1.94516	2.49641	3.11687	3.28728	3.20982	3.46753	4.2836	3.31427	3.56807	4.21186
YGR290W	0	0	0.21307	0	0	0	0	0	0	0.0955369	0.178195	0.378165
YGR291C	0	0	0	0	0	1.8039	0	0	0	1.41668	0	0
YGR292W	0.0686262	0.217571	0.331065	0.321371	0.124333	0.189018	0.100425	0.214868	0.0687798	0.160814	0.173048	0.171379
YGR293C	0	0	0	0	0.0976766	0	0	0	0	0	0	0
YGR294W	0.453293	0	0.36446	1.34068	0.182501	0.208085	0.189523	0	0.454307	0.490254	1.67644	0.646859
YGR295C	39.7792	39.5838	40.159	43.9883	39.4996	39.4834	42.874	47.2581	37.9052	40.2294	45.0718	47.3528
YGR296C-A	0	0	0	0	0	0	0	0	0	0	0	0
YGR296C-B	0	0	0	0	0	0	0	0	0	0	0	0
YGR296W	0	0	0	0	0	0	0	0	0	0	0	0
YHL001W	200.089	227.307	241.872	262.765	332.758	299.911	292.962	290.044	378.261	313.822	295.565	300.455
YHL002C-A	0	0.248229	0.173119	0.106137	0.346752	0.790725	0.360094	0.224716	0.107898	0.310495	0.434351	0.153629
YHL002W	31.401	30.6999	30.7684	30.7511	27.3653	31.7786	32.8172	34.7642	26.6421	28.1627	31.7115	33.6822
YHL003C	58.063	53.4183	54.7246	52.0556	51.0537	47.1791	49.1873	51.6369	49.5086	51.7555	52.615	48.6384
YHL004W	36.1342	37.3298	37.8643	36.3043	33.4749	38.5985	35.5016	36.2139	33.2548	32.5224	32.2793	34.7833
YHL005C	0.897145	0.206858	0.577064	0.884476	0.43344	0.329469	0.750195	0.374527	0.179831	0.776237	0.482612	0.256049
YHL006C	6.83941	10.5132	8.96146	10.2391	10.7085	8.9538	10.591	13.6152	10.9168	11.8719	10.9014	11.7481
YHL006W-A	0	0.567372	0.395695	0	0.198141	0	0	1.02726	0.246621	0.354846	0.661858	0
YHL007C	36.5608	34.5493	36.4742	34.707	35.1526	41.114	36.5472	38.1152	32.9763	33.5059	34.6805	38.1044
YHL008C	21.9187	22.8462	26.0727	23.245	22.9556	25.3467	24.5921	26.0259	24.2959	23.6432	25.3863	24.4905
YHL009C	17.3294	16.8556	15.9158	17.6667	18.2884	19.1304	16.8721	17.6873	17.577	17.5279	18.0279	19.9223
YHL009W-A	1.11886	0.959919	1.17156	1.46219	0.544746	1.09889	1.13141	1.3578	0.521563	0.73168	1.27724	1.33672
YHL009W-B	0.305447	0.288639	0.442863	0.464041	0.298368	0.372376	0.401965	0.449432	0.180667	0.26356	0.417515	0.364423
YHL010C	7.73935	7.69856	9.33398	8.94675	10.6025	11.9159	11.2681	12.384	10.6225	10	12.8952	14.465
YHL011C	98.1763	109.346	110.505	106.03	106.24	114.821	104.306	105.787	103.474	111.935	106.799	102.196
YHL012W	1.32018	1.08713	1.1794	1.19824	2.05858	1.36597	1.3843	1.2466	0.966097	1.34472	1.81772	1.79421
YHL013C	14.1247	15.0041	15.0806	16.4159	18.401	17.9934	16.0682	18.0572	19.2587	16.0353	17.7086	19.1183
YHL014C	7.46602	6.85512	8.01815	9.01673	9.21094	10.8694	9.8775	11.9941	9.8879	10.7856	11.2599	10.0834
YHL015W	5067.51	4712.27	4652.37	4745.57	4576.05	4713.93	4119.28	4003.17	4444.08	4158.56	4226.63	3845.62
YHL015W-A	12.4714	21.5667	0	36.8858	5.02111	11.45	15.6429	19.5239	6.24964	8.99218	4.19305	8.89846
YHL016C	3.31051	3.25397	3.71159	4.68109	4.22687	5.72761	5.11741	5.23076	5.47258	4.87853	5.8889	6.28634
YHL017W	33.3594	32.2588	33.4543	34.0582	33.6272	35.0203	35.4812	36.1943	32.2256	32.7055	35.4559	36.516
YHL018W	17.2251	14.6324	14.5784	20.1101	18.2501	19.9762	18.5732	18.9234	21.5796	16.1784	18.136	17.4652
YHL019C	4.34747	5.46769	5.58748	7.27334	9.36164	9.58546	7.83531	9.86517	10.86	7.6941	10.5307	12.4079
YHL019W-A	1.49784	2.50388	1.68603	1.18135	1.62823	2.40655	1.69088	1.48508	1.27602	2.32196	1.46043	1.38934
YHL020C	49.2416	54.0554	45.9357	41.3737	48.7176	54.0738	48.0423	47.0369	47.0195	48.1557	43.9207	41.5277
YHL021C	108.096	100.925	98.9717	129.936	112.971	138.139	153.007	165.598	122.739	127.327	166.21	208.23
YHL022C	1.77158	2.26234	2.27904	1.45099	1.82155	2.02686	1.77768	1.82049	1.83017	1.98481	1.26457	1.59464
YHL023C	17.1523	17.628	17.7415	17.1336	17.7482	19.2182	18.0047	18.2899	17.0366	16.2485	18.3157	18.3316
YHL024W	4.23123	3.39889	3.90684	3.88889	4.70396	4.68671	5.0105	5.39889	5.60866	4.02512	4.17601	4.61619
YHL025W	15.3304	19.5406	17.4504	20.8538	24.6055	30.6485	25.4082	32.0355	31.489	25.4358	26.7328	36.5269
YHL026C	23.9896	34.3472	40.3598	36.4784	28.5438	33.801	39.5021	43.0144	20.7461	30.3299	32.1631	40.5635
YHL027W	32.4519	35.1269	38.3604	39.906	41.7252	50.7637	47.3494	53.4684	42.0466	44.1097	47.8879	56.6533
YHL028W	13.1906	11.1252	10.2746	7.61427	12.8358	14.1363	10.5618	11.0682	10.3979	10.9237	8.93616	9.56439
YHL029C	16.6337	17.164	18.9068	18.6176	21.1652	23.6688	22.052	22.3286	21.0664	19.6179	21.2931	22.9338
YHL030W	40.049	31.5276	30.8319	34.0542	41.4588	38.3409	35.465	35.2148	43.2222	35.8721	40.0076	38.8736
YHL030W-A	0.242608	0.139847	0.195064	0	0.195353	0.11137	0.101435	0.253201	0.243151	0.0874634	0.163136	0.173104
YHL031C	24.0053	19.9288	16.9927	19.9327	24.494	26.3014	22.0653	24.416	24.9773	23.5183	18.3187	19.5251
YHL032C	13.5301	13.7773	14.9319	15.3704	16.4362	18.0971	16.724	18.2067	18.0897	18.3227	16.2749	18.6218
YHL033C	818.196	812.308	826.435	821.331	766.242	863.526	783.597	776.175	821.615	806.502	729.443	750.842
YHL034C	93.1135	116.106	130.721	154.92	177.727	201.56	183.172	195.079	202.645	186.151	220.972	236.821
YHL034W-A	0	0.419542	0.195064	0.239182	0.390707	0	0	0	0	0	0.244705	0
YHL035C	16.6263	15.9327	18.252	18.4215	18.5179	19.9252	20.2368	21.168	19.1044	18.457	23.2804	24.9958
YHL036W	6.23671	5.45676	5.04433	5.03236	5.70945	6.35648	5.92913	6.19907	7.16222	5.92885	5.67901	5.43001
YHL037C	4.22186	2.72565	2.44404	1.99788	1.49579	0.930265	3.38912	3.34871	2.70804	2.06997	2.49823	2.89185
YHL038C	8.56544	7.35628	8.9466	9.06427	10.4658	11.8032	9.90915	10.2681	10.5221	9.23553	10.0292	12.5595
YHL039W	30.4266	31.0903	34.555	27.9206	28.595	31.0002	28.5784	28.056	27.7146	29.8396	29.2446	27.3173
YHL040C	26.9914	21.9717	24.1414	23.837	24.928	25.013	23.7728	26.4217	26.1332	25.7511	25.8751	27.9859
YHL041W	0.385638	0.296393	0	0.253462	0.310524	0.590093	0.537453	0.268318	0.644169	0.55611	0.0864379	0
YHL042W	3.92633	5.54865	4.48073	3.49628	5.60922	8.02353	5.82505	4.49432	6.22002	4.01817	5.70618	4.33777
YHL043W	0.978704	0.112831	0.157381	0.771906	0.157615	0.35942	0.654716	0.510719	0	0.564536	0.526486	0.418989
YHL044W	2.92716	3.82889	2.71559	2.60834	4.17009	3.41097	3.76569	3.87746	3.61072	4.34287	4.05015	4.33777
YHL045W	0	0.601742	0	0.257291	0.420287	0.958414	0.218229	0.272372	0.26156	0	0.701951	2.23451
YHL046C	0	0.783879	0	0.223446	0	0.208085	0	0.236543	0.227154	0.326836	0	0
YHL046W-A	0	0	0	0	0	0	0	0	0	0	0.222511	0
YHL047C	13.079	11.3318	10.9921	12.405	12.8517	14.3741	11.3517	12.0127	15.3224	14.0011	13.5418	16.4709
YHL048C-A	0	10.7393	0	4.59188	7.50087	0	0	0	0	0	0	0
YHL048W	25.4057	25.9354	25.3368	25.6717	15.4473	18.8558	18.0649	18.6387	12.4137	13.6659	15.8826	17.5518
YHL049C	0	0	0	0	0	0	0	0	0	0	0	0
YHL050C	0.574173	0.710379	0.653067	0.607484	0.327018	0.822868	0.503546	0.555396	0.687742	0.46448	0.452007	0.779389
YHL050W-A	0	0.127297	0	0.108859	0	0	0	0	0	0	0	0
YHR001W	28.9189	34.2626	30.3909	32.8397	36.7069	33.3441	33.6764	35.195	33.5549	33.9008	40.1968	35.9709
YHR001W-A	237.809	391.39	474.716	392.907	429.199	478.828	485.485	523.772	458.602	402.059	447.746	554.676
YHR002W	8.33073	7.40174	7.05067	7.34855	8.82642	9.0574	9.00889	9.67506	8.09826	8.69386	8.65542	8.89375
YHR003C	24.2741	24.1219	25.7833	23.5153	27.5403	25.7043	25.2585	25.8003	25.423	24.088	24.6508	24.9703
YHR004C	32.1316	26.6233	27.623	28.0855	29.2453	31.0425	29.5	31.2627	27.0813	28.9852	35.1299	32.0427
YHR005C	34.0529	37.7054	42.1168	45.0021	46.6248	51.9648	48.4926	47.5246	49.4451	45.2845	51.9587	56.7562
YHR005C-A	394.987	517.714	489.856	516.963	567.202	595.809	549.528	518.686	570.823	516.285	557.898	508.95
YHR006W	28.0144	28.8573	29.8715	30.2456	32.4089	38.1409	33.2949	37.2863	30.9167	31.0089	32.8302	37.5137
YHR007C	569.181	561.33	634.111	800.009	565.546	711.653	726.184	899.046	526.544	689.77	837.392	984.381
YHR007C-A	130.27	91.0953	123.629	124.22	115.214	164.697	158.934	178.306	164.807	101.627	124.934	94.473
YHR008C	167.917	173.333	175.641	175.611	186.419	212.291	209.379	220.49	196.475	185.886	193.377	225.54
YHR009C	70.9514	73.4443	71.9171	72.0288	81.1761	90.8527	83.4993	84.2406	78.9786	83.6154	85.2155	92.0244
YHR010W	2911.85	2572.21	2589.09	2492.26	2467.46	2287.98	2228.58	2227.52	2264.59	2390.81	2308.39	1966.91
YHR011W	9.08581	10.2019	10.3491	9.93723	9.88815	10.4706	9.75419	11.4334	9.31957	8.7348	10.8667	10.332
YHR012W	26.2253	28.7449	36.078	34.3884	37.6919	43.7666	39.3222	41.5276	42.2098	39.2155	41.1764	45.843
YHR013C	76.8508	74.596	68.5374	69.2341	70.0617	68.7323	69.9875	65.3406	67.1736	70.8964	70.0901	57.7489
YHR014W	0.700546	0.427572	0.198797	0.406266	0.132728	0.378337	0.344587	0.387071	0.371707	0.297124	0.443356	0.470444
YHR015W	1.83596	2.15103	2.04023	2.13378	2.1995	2.00079	2.32158	2.1498	1.94479	1.84037	2.12784	2.13004
YHR016C	26.0609	27.1895	24.5775	25.7369	29.8063	31.5675	33.2294	33.5561	31.5309	30.0681	31.7924	35.9477
YHR017W	27.1169	25.7896	23.1283	22.9508	25.1309	24.2437	24.957	25.0674	25.2119	23.5894	24.7709	24.2968
YHR018C	94.7837	105.963	122.21	152.481	193.453	238.67	218.873	246.563	209.77	192.931	220.816	270.839
YHR019C	230.588	237.69	260.119	287.146	301.88	361.07	297.016	312.641	343.537	311.863	304.401	340.38
YHR020W	192.831	179.298	201.07	210.285	210.374	223.765	202.354	219.525	216.181	217.541	212.33	209.443
YHR021C	19257.4	18399.3	17481	16504.6	15942.7	17052.9	15080.8	14397.5	16864.1	15193.9	13946.9	12728
YHR021W-A	0.998561	2.15851	2.00718	2.33809	2.6132	1.26058	1.56563	1.04216	1.37609	1.61997	1.67865	0.890606
YHR022C	1.88091	1.71193	2.30826	2.34234	2.90953	2.81753	2.85592	2.8929	2.28199	2.21272	3.29507	2.04839
YHR022C-A	0	0	0	0	0	0	0	0	0	0	0	0
YHR023W	28.0632	25.3231	27.339	27.9429	30.4826	31.7918	28.6397	29.8534	30.8475	27.1338	30.9677	30.3997
YHR024C	27.5172	32.245	33.3774	36.7447	38.3161	41.4142	38.314	39.8647	39.9008	39.0603	39.6273	41.5414
YHR025W	211.087	197.897	191.678	186.925	206.009	253.607	197.017	206.477	200.479	201.833	167.57	181.45
YHR026W	175.145	179.407	189.77	180.709	206.992	203.898	183.455	205.161	217.708	210.046	194.386	197.021
YHR027C	87.1375	89.09	99.896	120.458	126.635	134.302	120.495	124.677	139.541	124.334	143.963	152.368
YHR028C	41.9864	41.0792	44.9545	47.4848	49.9304	53.1483	51.2449	52.4053	49.903	48.093	53.8847	55.7241
YHR028W-A	0.716052	1.23827	0	1.41188	0.28829	0.657409	0.898147	0.747317	0.358827	0.258146	1.20373	1.53273
YHR029C	47.8974	51.8939	54.5489	57.0737	60.9106	70.6058	71.5771	78.5659	51.7912	61.1031	69.7966	70.2058
YHR030C	40.9848	45.4716	51.3329	52.7412	47.6482	56.2949	61.001	66.9006	47.4108	54.5297	64.3386	77.1052
YHR031C	8.86788	8.9378	9.83079	9.44471	11.5223	11.6203	11.2017	12.0597	11.6752	10.7729	11.2032	11.9069
YHR032C-A	0	0	0	0	0	0	0	0	0	0	0	0
YHR032W	25.2337	23.7584	26.3113	25.0645	29.4774	31.5498	26.7436	28.4791	33.282	28.1499	26.415	27.955
YHR032W-A	358.691	286.858	290.996	286.724	377.295	361.95	340.471	286.667	356.255	335.514	260.75	341.24
YHR033W	14.4722	11.7054	14.3369	14.0188	14.5819	17.0667	17.1493	19.717	15.3652	14.7144	14.4868	19.5709
YHR034C	14.2995	13.4157	11.9465	12.2179	12.626	15.6938	13.5241	15.3013	13.2443	13.2494	13.0858	13.3693
YHR035W	3.00183	3.17081	3.08329	2.46362	2.99928	3.27545	2.95697	2.93607	2.97705	3.34292	2.95908	2.82589
YHR036W	13.1292	11.9201	12.2118	11.0885	12.9787	13.5582	11.8674	12.9862	12.1157	11.462	12.4015	11.0582
YHR037W	48.3738	50.6126	50.9034	51.8414	48.0811	53.8431	55.4092	59.2923	48.8672	53.0802	59.3818	64.6428
YHR038W	9.66007	9.05701	10.5743	12.2775	10.8243	12.128	11.8247	9.89966	11.723	11.1191	13.1479	15.6951
YHR039C	57.5297	71.8009	75.9753	83.2478	74.237	90.1314	87.0889	98.2674	75.2754	80.1541	89.6009	102.237
YHR039C-A	813.025	852.607	772.923	744.765	880.471	753.36	771.447	695.167	843.705	818.097	831.542	763.869
YHR040W	2.63836	3.70596	4.38894	4.54446	8.00948	11.1091	8.62196	9.17855	12.887	8.8994	8.78897	13.329
YHR041C	34.3831	36.3035	37.5452	39.2044	46.1614	54.5477	52.1573	58.7773	52.533	52.5416	44.7924	56.5549
YHR042W	118.483	123.943	130.627	141.419	123.236	180.724	158.169	181.131	127.791	149.588	147.351	192.105
YHR043C	39.5444	38.4452	43.322	43.0244	42.7943	42.5256	46.9	45.4365	43.4751	44.5674	51.3805	53.4331
YHR044C	8.77014	8.23394	6.16473	8.69807	8.11907	7.47332	7.11405	7.56362	7.36867	7.0808	7.80419	8.39342
YHR045W	23.3873	26.2354	28.2206	30.0737	27.1453	30.3552	28.8979	29.6362	26.0762	27.7627	31.0043	30.5459
YHR046C	8.45085	8.57731	11.3787	10.4443	16.0515	20.3807	16.5001	19.7919	23.4236	15.8309	19.9026	24.6961
YHR047C	36.7649	33.6488	34.8564	36.3883	36.6912	39.1787	36.8189	39.5663	33.9364	35.6628	38.7212	38.5225
YHR048W	5.02401	4.5049	5.35387	6.66305	6.64608	6.93715	6.11826	7.24086	5.63469	6.28177	7.2794	6.71418
YHR049C-A	0	0.599477	2.50851	3.07587	0.418706	0.477403	1.30445	0	1.0423	0.74985	1.04896	0
YHR049W	81.4719	85.3538	91.4413	81.218	81.1529	75.2417	76.984	76.2081	77.1507	70.1989	71.1508	60.3067
