Gene	rph1d_RNA_Rep1	rph1d_RNA_Rep2	rph1d_RNA_Rep3
YLR009W	175.418	200.063	186.069
YLR010C	5.19802	4.19169	4.7613
YLR011W	9.4916	8.4432	7.95006
YLR012C	0.801571	0	0.506966
YLR013W	0.473928	0.205243	0.299743
YLR014C	7.09249	7.77825	6.98142
YLR015W	11.8986	12.0807	12.1243
YLR016C	28.1909	27.0971	27.6869
YLR017W	77.306	84.3853	76.0794
YLR018C	35.2421	34.8771	33.8212
YLR019W	26.4527	27.4862	24.5342
YLR020C	19.469	18.3233	18.7126
YLR021W	32.8623	36.8273	37.0105
YLR022C	42.4419	48.221	47.1595
YLR023C	20.0463	21.014	20.1016
YLR024C	6.58429	7.32648	7.15297
YLR025W	26.369	25.4449	28.0942
YLR026C	32.4053	33.0425	31.3597
YLR027C	192.487	199.804	186.638
YLR028C	65.7843	65.3761	58.6135
YLR029C	2722.72	2727.67	2824.06
YLR030W	5.87042	6.89094	6.3509
YLR031W	6.04942	7.33545	7.65209
YLR032W	8.33451	8.93438	8.38687
YLR033W	17.4095	15.9728	16.1479
YLR034C	37.9736	41.5309	37.2693
YLR035C	4.33339	5.25462	4.37072
YLR035C-A	0.0521188	0.0451419	0.0824083
YLR036C	12.2477	13.01	11.7655
YLR037C	10.3192	10.6677	5.0528
YLR038C	439.318	446.758	436.627
YLR039C	9.58853	10.2942	9.27818
YLR040C	11.1256	10.148	8.6556
YLR041W	10.4613	12.0812	11.7625
YLR042C	14.8657	15.7881	16.0059
YLR043C	784.098	865.238	785.267
YLR044C	8119.63	7842.74	7447.15
YLR045C	14.4319	13.807	13.3843
YLR046C	33.3161	34.6533	32.6887
YLR047C	12.8004	13.613	12.312
YLR048W	2123.61	2134.09	1970.35
YLR049C	17.0922	19.4939	16.0748
YLR050C	46.5439	40.3133	44.1001
YLR051C	47.9492	48.7064	48.6005
YLR052W	36.6166	42.2385	38.9487
YLR053C	25.2467	16.7492	19.0252
YLR054C	1.00174	0.924232	0.936579
YLR055C	15.4327	13.134	14.1649
YLR056W	220.977	240.304	221.06
YLR057W	11.9029	13.2303	12.9696
YLR058C	186.628	185.176	179.293
YLR059C	50.3162	47.4012	47.2383
YLR060W	173.657	177.297	167.644
YLR061W	1913.58	1921.65	1898.39
YLR062C	1747.93	1723.75	1777.12
YLR063W	18.3777	18.057	17.4973
YLR064W	37.8435	43.9359	40.6936
YLR065C	36.7175	34.9825	40.7287
YLR066W	64.2846	64.3456	63.1972
YLR067C	8.02752	8.92771	8.89248
YLR068W	22.8962	16.6723	24.605
YLR069C	17.1518	17.3169	15.9528
YLR070C	2.55125	2.56329	2.51718
YLR071C	17.7557	21.0823	19.0466
YLR072W	14.1868	13.5957	13.9945
YLR073C	54.3832	54.3893	56.8762
YLR074C	108.518	97.4512	106.004
YLR075W	2737.64	2689.14	2633.89
YLR076C	3015.29	2911.67	2939.03
YLR077W	18.2784	18.5628	18.832
YLR078C	35.2974	37.0755	36.1884
YLR079W	37.9975	39.1455	39.2656
YLR080W	2.43314	2.37503	2.61364
YLR081W	1.16507	1.27985	1.15023
YLR082C	6.04335	5.42966	5.53364
YLR083C	68.3748	68.8058	68.0034
YLR084C	25.0255	26.7831	23.8932
YLR085C	12.41	12.6536	11.7982
YLR086W	11.1763	11.493	11.3773
YLR087C	10.8357	12.0504	11.1176
YLR088W	20.945	23.0578	21.7404
YLR089C	30.5386	31.6979	29.4227
YLR090W	20.619	20.043	18.1774
YLR091W	12.5232	11.3632	10.6863
YLR092W	3.84431	3.97174	3.29273
YLR093C	44.0684	44.1884	43.3847
YLR094C	22.7689	23.2672	22.3376
YLR095C	14.7661	16.8369	14.4386
YLR096W	19.2713	18.7041	17.8509
YLR097C	12.967	13.311	13.8374
YLR098C	7.63267	7.0602	6.85834
YLR099C	18.7308	18.2416	18.0816
YLR099W-A	205.595	216.134	191.573
YLR100W	74.0195	76.6314	71.2732
YLR101C	93.5863	108.242	87.1609
YLR102C	5.11868	4.23495	5.55671
YLR103C	7.95039	8.69824	8.1263
YLR104W	58.7767	66.2306	65.6865
YLR105C	12.2273	11.0831	12.6791
YLR106C	34.3586	37.5419	33.8385
YLR107W	20.8411	23.2033	19.9366
YLR108C	22.307	23.4674	20.3617
YLR109W	5070	5090.68	4761.92
YLR110C	13583.1	12734.3	12593.2
YLR111W	0.998186	0.864563	1.57829
YLR112W	17.1695	15.5084	13.4963
YLR113W	76.0433	81.918	74.2462
YLR114C	8.50742	10.1917	10.3983
YLR115W	14.1248	15.6471	14.1001
YLR116W	27.9263	29.7816	26.7517
YLR117C	9.08179	9.30716	10.304
YLR118C	34.3255	39.919	30.613
YLR119W	10.7791	11.0001	12.1499
YLR120C	32.8996	31.5539	29.7955
YLR120W-A	120.018	87.9592	46.7121
YLR121C	19.2647	18.3914	16.1073
YLR122C	3.5765	5.63224	3.70147
YLR123C	4.13962	6.27457	4.58179
YLR124W	2.18436	2.64873	1.65784
YLR125W	7.50825	6.05466	7.53242
YLR126C	28.5408	27.0131	27.469
YLR127C	6.36483	6.92634	6.99594
YLR128W	7.92499	9.84287	7.66027
YLR129W	41.4392	43.2898	43.904
YLR130C	35.4045	35.4732	34.7715
YLR131C	10.3231	10.0324	9.6264
YLR132C	6.04942	7.8012	5.01637
YLR133W	11.5482	11.4554	10.6463
YLR134W	5.63886	6.09242	5.49663
YLR135W	5.49998	5.16373	4.97883
YLR136C	53.2375	57.5044	51.0943
YLR137W	7.35836	7.30808	7.91163
YLR138W	23.7505	25.1976	23.4427
YLR139C	6.70384	7.12313	5.95799
YLR140W	11.8176	6.97883	7.81394
YLR141W	7.06507	6.46405	6.4194
YLR142W	1.20647	0.829827	1.05481
YLR143W	11.6391	13.6155	12.7137
YLR144C	14.0411	14.4026	13.067
YLR145W	11.2787	8.446	8.39657
YLR146C	26.4226	28.2181	27.3385
YLR146W-A	325.611	282.023	299.821
YLR147C	75.487	75.4406	74.8277
YLR148W	9.41535	10.8781	11.0636
YLR149C	2.13597	2.67227	2.30612
YLR149C-A	9.97525	17.2798	25.236
YLR150W	1852.8	1836.18	1795.1
YLR151C	4.17259	3.23854	3.87284
YLR152C	4.41501	4.38779	4.6897
YLR153C	124.944	128.649	116.025
YLR154C	79.3558	94.2374	84.5965
YLR154W-A	0	0	0
YLR154W-B	0	0	0
YLR154W-C	0	0	0
YLR154W-E	0	0	0
YLR154W-F	0	0	0
YLR154C-G	0	0	0
YLR154C-H	0	0	0
YLR155C	0	0	0
YLR156W	0	0	0
YLR156C-A	0	0	0
YLR157C	0	0	0
YLR157W-D	0	0	0
YLR157C-B	0	0	0
YLR157C-A	0	0	0
YLR157W-E	0	0	0
YLR157C-C	0	0	0
YLR158C	0	0	0
YLR159W	0	0	0
YLR159C-A	0	0	0
YLR160C	0	0	0
YLR161W	0	0	0
YLR162W	1.55342	3.0273	5.15803
YLR162W-A	110.133	132.717	109.026
YLR163C	29.7645	32.1534	30.9484
YLR163W-A	69.0369	149.488	76.411
YLR164W	11.5424	8.72998	9.56214
YLR165C	6.58402	8.02595	7.30013
YLR166C	15.0441	17.0206	16.6874
YLR167W	8111.9	8192.47	8089.04
YLR168C	18.1374	22.255	18.581
YLR169W	21.9696	25.9481	29.3058
YLR170C	11.5248	14.5639	13.7416
YLR171W	13.0885	15.7164	12.0407
YLR172C	114.925	116.594	111.95
YLR173W	9.7813	8.49494	8.37171
YLR174W	5.12632	4.77034	4.60877
YLR175W	205.006	200.997	203.662
YLR176C	3.93152	4.31882	3.67524
YLR177W	5.86377	6.8309	6.6723
YLR178C	30.1048	28.7265	26.2045
YLR179C	285.257	261.928	281.843
YLR180W	438.067	426.248	431.362
YLR181C	17.8143	18.0663	20.3589
YLR182W	11.557	12.1429	12.215
YLR183C	22.1908	23.3856	23.5725
YLR184W	0	0.366933	0.26794
YLR185W	8376.82	7931.96	9104.72
YLR186W	92.4383	94.0253	92.1691
YLR187W	10.4264	11.1344	10.1257
YLR188W	25.681	26.9645	24.3779
YLR189C	11.6257	11.621	10.4191
YLR190W	32.9525	33.7521	31.824
YLR191W	9.97977	10.8347	9.68593
YLR192C	192.447	198.183	183.661
YLR193C	20.2948	24.0884	23.6748
YLR194C	35.6837	35.7647	32.902
YLR195C	32.2347	33.0815	28.7319
YLR196W	80.6023	82.5101	79.2058
YLR197W	267.658	278.285	261.668
YLR198C	470.057	495.498	502.103
YLR199C	20.8272	23.969	20.4652
YLR200W	91.743	105.192	109.97
YLR201C	22.3851	21.5655	21.9073
YLR202C	5.90879	8.3746	3.7371
YLR203C	40.5208	39.9539	42.3636
YLR204W	92.0544	85.1583	88.0938
YLR205C	6.78221	7.26559	5.86986
YLR206W	37.9406	41.9379	37.2847
YLR207W	16.3265	16.3984	16.0364
YLR208W	118.61	121.262	117.83
YLR209C	26.5576	20.7286	22.8204
YLR210W	8.80277	9.13004	9.61437
YLR211C	5.92245	8.15697	7.18446
YLR212C	14.9821	16.3832	14.1795
YLR213C	3.08402	3.34787	3.09484
YLR214W	98.1439	99.3806	93.9872
YLR215C	13.6791	12.7191	13.041
YLR216C	149.774	151.89	145.517
YLR217W	183.7	159.109	167.389
YLR218C	12.7473	17.2736	15.9944
YLR219W	14.8466	14.5649	13.2362
YLR220W	17.7674	17.2558	16.8743
YLR221C	59.4694	60.1956	63.8191
YLR222C	50.4453	54.1707	50.6845
YLR222C-A	125.562	176.423	178.239
YLR223C	22.5395	25.1121	23.3887
YLR224W	37.2174	38.9439	36.9101
YLR225C	15.6156	18.0708	15.6987
YLR226W	15.8122	15.5139	15.3965
YLR227C	8.16401	9.10409	9.1221
YLR227W-A	0	0	0
YLR227W-B	4.52101	5.70361	4.79911
YLR228C	11.1732	11.3814	11.1013
YLR229C	109.41	113.428	111.788
YLR230W	171.297	193.002	194.644
YLR231C	19.7466	17.2338	18.5905
YLR232W	17.3694	16.1451	17.952
YLR233C	4.192	5.33831	4.34238
YLR234W	6.47894	6.89852	5.40712
YLR235C	9.507	8.9609	7.60447
YLR236C	20.1009	15.9592	14.832
YLR237W	19.0205	16.9906	16.074
YLR238W	6.67269	7.36956	6.74345
YLR239C	10.4572	12.1585	13.7668
YLR240W	12.1297	12.8576	11.8085
YLR241W	17.6758	18.2332	17.5585
YLR242C	9.06709	10.4373	8.76842
YLR243W	34.1428	33.205	27.2719
YLR244C	148.014	155.277	148.929
YLR245C	23.7675	23.4114	21.3692
YLR246W	5.95575	5.11477	5.87366
YLR247C	10.6137	10.8031	10.6121
YLR248W	40.3804	41.0983	40.9129
YLR249W	2552.03	2626.83	2449.08
YLR250W	48.1052	43.8963	46.19
YLR251W	12.7651	11.0563	12.0718
YLR252W	40.6468	31.4336	28.9211
YLR253W	14.8995	14.7948	15.3789
YLR254C	11.8903	13.9201	11.9827
YLR255C	4.39392	3.11378	3.28427
YLR256W	34.3614	34.9635	33.7755
YLR256W-A	0.585791	0.710323	1.01268
YLR257W	58.0294	62.7253	58.8631
YLR258W	15.0581	15.1804	13.1856
YLR259C	273.54	270.433	252.911
YLR260W	11.3002	12.97	11.4294
YLR261C	41.8987	48.3866	54.6976
YLR262C	26.7003	26.2217	28.9207
YLR262C-A	1364.03	1095.94	1288.38
YLR263W	3.13397	3.44587	3.12155
YLR264W	7505.74	6781.04	7610.21
YLR264C-A	5798.93	6975.91	6514.85
YLR265C	11.6687	11.5504	12.1753
YLR266C	8.37949	9.44879	9.47095
YLR267W	2.86493	2.92807	3.18907
YLR268W	53.2756	53.2076	59.2843
YLR269C	40.2968	40.6008	36.409
YLR270W	37.0389	37.2768	35.9305
YLR271W	4.80593	5.23476	4.78964
YLR272C	12.1917	13.0723	12.1725
YLR273C	3.77928	4.59983	3.81192
YLR274W	14.0616	14.3285	14.3928
YLR275W	58.3939	44.525	53.3463
YLR276C	56.8246	61.2798	62.2941
YLR277C	11.2128	11.5012	10.7073
YLR278C	12.293	12.2824	11.125
YLR279W	3.27212	1.80352	2.82205
YLR280C	2.05596	1.06844	1.82045
YLR281C	1.53215	2.15645	1.6958
YLR282C	4.0585	4.29636	3.42248
YLR283W	9.4612	7.62052	8.2707
YLR284C	5.01334	4.64802	4.82313
YLR285W	36.0066	41.6046	41.6433
YLR285C-A	422.315	415.211	339.288
YLR286C	314.482	315.296	285.868
YLR286W-A	2608.47	2383.71	2534.42
YLR287C	34.8754	35.2191	35.7583
YLR287C-A	7322.25	7844.23	9232.81
YLR288C	6.88344	5.86931	6.85738
YLR289W	4.44507	4.23719	3.40818
YLR290C	16.7771	20.1201	18.4104
YLR291C	71.4007	78.1233	71.8631
YLR292C	62.2212	62.8376	67.7122
YLR293C	998.153	1043.26	970.793
YLR294C	217.848	246.501	218.29
YLR295C	194.068	202.687	214.955
YLR296W	0.537163	1.39577	1.01921
YLR297W	8.92396	11.3364	10.1594
YLR298C	15.9513	15.2789	15.0143
YLR299W	6.96625	7.03933	6.68535
YLR299C-A	19.3589	8.38369	6.1219
YLR300W	250.548	250.325	240.944
YLR301W	148.353	156.524	151.467
YLR302C	0.367917	0.318665	0
YLR303W	0	0	0
YLR304C	97.1631	100.633	98.3591
YLR305C	20.2023	20.5019	19.6547
YLR306W	13.9809	11.8808	11.345
YLR307W	0.127679	0.44235	0.403763
YLR307C-A	4.70828	4.07801	0.992608
YLR308W	0.0607864	0.210597	0
YLR309C	11.9065	12.3284	12.5543
YLR310C	18.267	19.7429	18.7997
YLR311C	0.847289	1.46773	0.535881
YLR312C	0.929109	1.41786	1.20324
YLR312W-A	22.6474	24.5019	26.0101
YLR313C	4.15057	4.2707	4.1054
YLR314C	50.0183	50.4831	51.3183
YLR315W	11.421	10.0627	9.09149
YLR316C	11.1264	10.8479	11.1635
YLR317W	12.1769	12.4999	10.8391
YLR318W	2.91123	3.15567	3.24148
YLR319C	9.60443	10.4284	9.83186
YLR320W	5.0645	4.96906	4.82079
YLR321C	20.5649	21.2969	21.2064
YLR322W	19.6042	21.9095	21.1982
YLR323C	15.4027	16.6247	15.2369
YLR324W	18.3241	17.9855	16.8026
YLR325C	11846.4	12045	12276.1
YLR326W	13.1845	13.9487	12.3682
YLR327C	34.883	34.5296	32.5681
YLR328W	38.1735	41.6044	37.9198
YLR329W	3.30317	2.99406	2.57499
YLR330W	41.634	42.1051	40.8943
YLR331C	28.9372	36.8912	28.1723
YLR332W	28.5324	29.5319	26.4069
YLR333C	2395.75	2205.31	2319.04
YLR334C	1.27099	1.10085	1.00482
YLR335W	52.6803	51.0186	47.2612
YLR336C	15.0932	14.9403	15.9207
YLR337C	9.83417	8.71542	7.72358
YLR338W	3.71905	3.75807	3.65893
YLR339C	1260.91	1269.32	1259.12
YLR340W	2352.62	2339.99	2125.02
YLR341W	1.76973	1.99267	2.08188
YLR342W	190.238	189.085	170.027
YLR342W-A	183.244	197.19	200.183
YLR343W	11.5571	11.8789	10.1323
YLR344W	1534.79	1520.39	1631.13
YLR345W	12.3438	11.769	10.8925
YLR346C	31.9368	47.7791	47.7428
YLR347C	60.9308	64.1219	57.9127
YLR347W-A	587.477	577.936	504.586
YLR348C	23.9487	22.9853	24.2757
YLR349W	12.0301	9.57481	10.796
YLR350W	48.5157	49.2506	45.7958
YLR351C	66.359	70.628	65.3661
YLR352W	9.507	9.80437	8.8668
YLR353W	10.3582	9.87804	9.86073
YLR354C	473.637	496.004	431.216
YLR355C	907.908	943.676	904.271
YLR356W	21.5184	19.7961	18.6075
YLR357W	16.3717	16.851	15.5044
YLR358C	20.3721	16.7224	15.6637
YLR359W	111.358	106.804	110.928
YLR360W	12.0228	12.7538	13.0283
YLR361C	14.7983	14.7216	13.8697
YLR361C-A	54.0225	30.7064	54.4541
YLR362W	7.94818	8.73397	8.32718
YLR363C	14.8033	16.6503	16.2544
YLR363W-A	223.142	226.751	288.926
YLR364W	26.9075	20.6165	28.7998
YLR365W	1.49728	3.02597	1.57829
YLR364C-A	0	0	0
YLR366W	0.725836	0	1.3772
YLR367W	658.557	629.18	644.391
YLR368W	8.53484	10.9125	9.18514
YLR369W	12.5463	12.0251	12.7331
YLR370C	62.1858	72.0252	65.4891
YLR371W	15.2868	15.9683	14.4921
YLR372W	199.772	203.833	195.138
YLR373C	9.76442	9.65493	9.06914
YLR374C	2.97465	6.18348	2.63391
YLR375W	24.4799	23.7547	21.0388
YLR376C	4.71855	5.37351	4.80806
YLR377C	4.73037	4.18819	4.22175
YLR378C	163.871	158.486	145.122
YLR379W	261.975	260.35	234.324
YLR380W	59.0113	55.7549	56.7704
YLR381W	4.70324	4.72468	5.18863
YLR382C	9.41815	10.2005	9.9096
YLR383W	7.64071	7.88514	7.91704
YLR384C	57.8325	60.8716	59.2867
YLR385C	25.7248	28.0936	22.4597
YLR386W	14.6466	14.082	14.0393
YLR387C	27.3226	29.4084	28.8515
YLR388W	8725.94	8081.8	8994.75
YLR389C	35.1223	35.8154	34.0129
YLR390W	46.1285	50.4463	40.9624
YLR390W-A	298.707	271.373	241.976
YLR392C	6.63771	6.30462	6.75349
YLR393W	12.0647	11.3102	8.93218
YLR394W	8.98271	7.78024	7.02972
YLR395C	555.658	615.328	656.331
YLR396C	10.9735	12.3678	11.2091
YLR397C	20.0299	19.7947	18.6603
YLR398C	16.8235	17.5661	16.6061
YLR399C	53.9791	54.8328	50.1997
YLR399W-A	290.629	377.586	287.207
YLR400W	24.0471	29.8697	24.8766
YLR401C	35.6679	34.2822	32.4574
YLR402W	60.2845	68.2805	87.9874
YLR403W	19.0056	19.5442	18.0674
YLR404W	11.3638	12.0497	12.9805
YLR405W	16.1393	15.7634	16.0094
YLR406C	1614.83	1758.39	1748.03
YLR406C-A	13.5789	5.88057	4.29409
YLR407W	37.0589	36.328	34.1584
YLR408C	11.8837	8.17378	10.8319
YLR409C	43.0846	43.0962	40.4667
YLR410W	33.5856	34.0973	32.062
YLR410W-A	0	0	0
YLR410W-B	0.944206	0.832157	0.81719
YLR411W	3.78099	3.65564	3.9485
YLR412W	29.1268	31.7239	31.1327
YLR412C-A	0	0	9.85594
YLR413W	186.797	192.013	183.767
YLR414C	26.1079	27.0954	26.7715
YLR415C	1.39783	0.807141	1.76816
YLR416C	0.559235	0.484373	0.353696
YLR417W	11.0056	11.2336	10.2857
YLR418C	23.2865	24.1408	22.1771
YLR419W	17.4115	18.3296	17.3907
YLR420W	70.8959	74.4165	69.7045
YLR421C	98.244	110.62	101.09
YLR422W	9.80928	10.6104	9.86526
YLR423C	3.17178	3.75931	3.48417
YLR424W	5.22608	4.68124	4.27995
YLR425W	5.30703	5.62466	5.0889
YLR426W	12.09	13.1019	11.9228
YLR427W	14.0998	14.3541	14.4817
YLR428C	23.1542	19.2979	24.0386
YLR429W	59.2406	62.1215	57.7476
YLR430W	20.955	22.5507	20.742
YLR431C	7.64991	8.64951	7.72221
YLR432W	204.07	200.065	192.408
YLR433C	16.8008	18.9481	17.7036
YLR434C	0.310686	0.269096	0.785992
YLR435W	59.6745	58.4792	61.178
YLR436C	11.5061	11.7639	11.2756
YLR437C	48.2477	40.127	45.9459
YLR437C-A	242.434	245.399	203.21
YLR438W	89.0361	80.6934	78.6768
YLR438C-A	138.516	173.295	166.364
YLR439W	22.2396	20.642	18.9907
YLR440C	12.9775	14.5621	13.2425
YLR441C	1762.72	1873.51	1739.35
YLR442C	7.91105	7.85214	7.51013
YLR443W	14.0573	14.0614	14.3991
YLR444C	47.2576	37.6305	38.0841
YLR445W	1.31895	0.685433	0.417095
YLR446W	9.99772	10.1773	10.2028
YLR447C	206.47	217.047	226.843
YLR448W	1551.73	1508.13	1529.45
YLR449W	141.974	153.163	149.408
YLR450W	28.4554	28.9341	26.6925
YLR451W	11.4247	12.1997	11.7679
YLR452C	41.5341	44.3091	44.2838
YLR453C	5.27075	5.18418	4.54833
YLR454W	21.158	22.7823	20.6543
YLR455W	17.1927	19.1458	17.406
YLR456W	6.30285	6.55094	7.03044
YLR457C	3.48047	4.24082	2.83554
YLR458W	3.81297	3.30254	2.2106
YLR459W	25.5868	26.9355	25.1952
YLR460C	1.85461	1.27683	1.38351
YLR461W	0	0.318665	0
YLR462W	0.349522	0.403644	0.589494
YLR463C	0	0.119894	0.0875486
YLR464W	0	0	0
YLR465C	0	1.19909	0.875595
YLR466W	0	0.0372594	0
YLR466C-A	0	0	0
YLR466C-B	50.8678	51.4014	26.8101
YLR467W	0	0	0
YLR467C-A	0	0	0
YML133C	0.09739	0.0749803	0.0342199
YML133W-B	0	0	0
YML133W-A	0	0	0
YML132W	0	0	0
YML131W	13.388	14.6767	13.248
YML130C	40.809	44.6358	40.6273
YML129C	270.609	365.639	381.096
YML128C	11.1912	13.2332	11.2633
YML127W	25.8604	25.8688	25.0565
YML126C	186.947	188.834	182.188
YML125C	127.651	126.463	121.218
YML124C	84.6941	86.3998	86.6702
YML123C	36.5441	40.6681	39.0467
YML122C	10.1679	6.8803	9.24434
YML121W	26.6127	29.2111	24.2778
YML120C	12.0995	13.1489	11.4274
YML119W	7.32089	7.97013	7.13824
YML118W	2.11531	2.5192	2.23673
YML117W	24.1742	23.2172	22.9886
YML116W-A	115.857	122.794	103.165
YML116W	8.29735	8.3449	8.03506
YML115C	35.338	35.1785	35.721
YML114C	16.1041	16.1835	15.4742
YML113W	33.9415	36.4009	34.0912
YML112W	12.2823	11.9961	12.3959
YML111W	15.132	16.4299	15.4267
YML110C	98.736	100.911	94.319
YML109W	9.5265	9.75786	9.56214
YML108W	112.074	108.09	109.964
YML107C	11.5952	13.8873	12.7022
YML106W	259.52	261.528	245.377
YML105C	51.8244	54.1432	51.0638
YML104C	10.2482	10.3132	9.98473
YML103C	27.9795	31.6628	30.7938
YML102W	10.866	9.38002	10.5376
YML101C-A	27.8671	28.3343	24.9048
YML101C	69.9033	74.0387	83.1174
YML100W-A	5.55285	19.2381	7.02397
YML100W	14.7652	14.4811	12.8807
YML099W-A	31.0472	30.0283	18.6544
YML099C	10.6346	11.5479	10.848
YML098W	13.6519	11.1121	11.5471
YML097C	13.3747	12.0765	13.9466
YML096W	14.9277	16.9749	15.1898
YML095C	9.61185	12.2985	10.0859
YML094C-A	12.8843	16.1458	15.2575
YML094W	38.4906	37.0755	38.3171
YML093W	40.1972	38.1362	39.1685
YML092C	104.607	114.029	99.3192
YML091C	11.2097	12.8878	11.3057
YML090W	9.72583	7.10764	5.19011
YML089C	1.04856	0.302733	0.44212
YML088W	16.152	16.7795	17.3378
YML087C	3.64718	2.94836	2.72961
YML086C	44.997	47.4554	42.101
YML085C	140.996	141.331	130.31
YML084W	1.38442	0.599546	0
YML083C	0.873805	0.828912	0.710551
YML082W	21.6987	22.8732	18.8856
YML081C-A	1306.16	1394.83	1479.69
YML081W	22.7832	23.535	21.7997
YML080W	23.0418	23.5084	22.5598
YML079W	49.9317	48.2338	53.0545
YML078W	158.264	163.476	159.075
YML077W	36.314	40.2596	38.2406
YML076C	7.89871	8.30233	8.84241
YML075C	30.9823	35.9168	31.7035
YML074C	139.851	153.225	145.026
YML073C	1383.51	1310	1398.14
YML072C	79.0402	79.0541	75.0185
YML071C	9.95971	9.94118	9.63402
YML070W	63.5266	61.4874	61.4037
YML069W	32.4535	33.3908	37.4768
YML068W	7.72242	7.00565	7.10634
YML067C	39.6125	41.9341	43.0331
YML066C	3.45868	4.21928	3.11179
YML065W	12.3509	11.891	13.4337
YML064C	13.7236	14.7838	12.3685
YML063W	2514.94	2674.97	2595.22
YML062C	8.29833	8.55465	9.27027
YML061C	11.1739	12.3587	11.1867
YML060W	15.6453	15.8574	14.6772
YML059C	14.4711	14.8769	13.654
YML058W-A	93.5003	57.3636	71.4556
YML058W	562.829	563.621	625.946
YML057C-A	8.6265	6.95642	8.08986
YML057W	13.8202	13.3388	12.1795
YML056C	283.065	296.925	268.093
YML055W	47.4767	50.8339	46.4227
YML054C	3.46088	3.61614	3.26596
YML054C-A	12.6505	10.957	16.002
YML053C	13.1205	17.0462	15.9844
YML052W	91.7018	91.5355	82.7167
YML051W	30.655	30.1532	30.4349
YML050W	4.45679	4.65336	4.36329
YML049C	14.123	14.1544	14.2695
YML048W	81.9689	86.9909	78.2595
YML047W-A	0.358483	1.86297	0.453456
YML047C	0.776715	0.896987	0.785992
YML046W	16.2045	16.4262	17.5717
YML045W-A	0.117158	0.1353	0.246995
YML045W	0.0250703	0.0361904	0.0369975
YML043C	19.4745	21.113	22.1788
YML042W	2.33015	2.14178	2.16549
YML041C	11.8626	13.516	13.4423
YML040W	0	0	0
YML039W	0	0	0.00528536
YML038C	35.4571	36.3952	32.0783
YML037C	8.23679	7.60353	6.51185
YML036W	24.4312	22.0169	22.6866
YML035C	42.538	43.6301	39.7423
YML034C-A	10.3458	10.1718	9.9035
YML034W	13.9251	15.7486	14.122
YML032C	25.6975	25.4949	25.5043
YML031C-A	26.9898	19.2024	21.3376
YML031W	30.1089	31.4885	29.5827
YML030W	25.6013	25.634	24.9195
YML029W	15.2384	16.2739	15.4976
YML028W	1859.09	1797.17	1739.71
YML027W	14.1654	14.9868	14.1829
YML026C	2703.33	2919.48	2901.83
YML025C	23.1644	23.6844	21.0657
YML024W	3157.61	3071.96	3106.96
YML023C	12.6241	12.186	11.8832
YML022W	207.849	207.704	192.343
YML021C	17.9177	18.0984	17.1741
YML020W	7.0625	6.09627	6.50267
YML019W	25.8367	29.5952	28.8263
YML018C	52.5519	50.9292	51.4907
YML017W	36.0055	35.3564	34.6083
YML016C	14.4163	15.2458	13.9739
YML015C	13.6631	15.1825	14.3689
YML014W	26.6133	28.9517	27.6943
YML013W	17.0723	16.5719	16.8746
YML012C-A	24.7104	24.2186	28.7892
YML012W	180.993	177.134	182.949
YML011C	17.5129	18.2277	18.8018
YML010W	46.5459	43.4751	44.0859
YML009W-B	34.9522	28.8393	28.6215
YML009C-A	77.8886	67.9273	69.3063
YML009C	375.245	437.517	545.4
YML008C	212.639	228.991	210.161
YML007C-A	0	7.60542	0
YML007W	34.583	35.1554	35.214
YML006C	11.6777	12.2143	11.6919
YML005W	11.8102	12.6829	11.5882
YML004C	83.1404	90.5221	78.6757
YML003W	5.31004	6.81149	5.65404
YML002W	5.48563	5.84205	6.15594
YML001W	95.7579	95.1447	84.9152
YMR001C	19.4341	20.2923	19.2319
YMR001C-A	13.9513	14.5005	14.118
YMR002W	314.759	342.988	297.535
YMR003W	11.0883	11.9005	8.5375
YMR004W	19.3581	19.3636	17.8703
YMR005W	28.2816	29.1257	27.0185
YMR006C	51.2184	53.2694	48.0523
YMR007W	11.4389	12.1093	11.4549
YMR008C	44.537	43.1525	41.8875
YMR009W	25.3674	24.9677	26.5272
YMR010W	30.429	32.8789	31.6739
YMR011W	159.851	183.064	157.892
YMR012W	159.066	170.757	155.042
YMR013C	6.68651	7.75883	6.92015
YMR013C-A	88.2628	105.85	55.8231
YMR013W-A	71.8837	71.1554	77.9382
YMR014W	20.3475	20.6717	21.7519
YMR015C	62.3007	64.7424	56.2346
YMR016C	14.4582	14.4003	14.4397
YMR017W	0.932058	0.691961	0.645636
YMR018W	0.938531	0.700771	0.98249
YMR019W	7.49839	8.29635	7.79193
YMR020W	7.15453	7.6465	7.01581
YMR021C	11.0178	10.4104	10.6109
YMR022W	55.5866	45.8112	55.6113
YMR023C	4.03052	4.50009	4.46104
YMR024W	22.56	23.511	21.1012
YMR025W	2.62552	2.89941	3.69472
YMR026C	14.466	16.6551	15.5928
YMR027W	45.2937	47.3762	44.873
YMR028W	8.81189	9.63629	9.15376
YMR029C	14.7734	16.8048	16.1409
YMR030W	4.66029	5.43684	4.27082
YMR031C	16.5897	17.0899	16.4183
YMR031W-A	0.537163	1.39577	0.679473
YMR032W	11.3371	12.8313	11.4936
YMR030W-A	15.0322	10.5787	13.0726
YMR033W	25.9645	28.6849	28.2268
YMR034C	5.71945	6.32987	4.57193
YMR035W	21.7807	22.8165	21.7803
